handle,level
https://www.youtube.com/@esuncrimen,advanced
https://www.youtube.com/@investigadorescriminales5861,advanced
https://www.youtube.com/@losarchivosdelfbi8471,advanced
https://www.youtube.com/@CrimenEInvestigacion,advanced
https://www.youtube.com/@losnuevosdetectives1453,advanced
https://www.youtube.com/@ExtremadamenteCrueles,advanced
https://www.youtube.com/@ElRinconDeGiorgio,advanced
https://www.youtube.com/@elantipodcast,advanced
https://www.youtube.com/@Relatosdelanoche,advanced
https://www.youtube.com/@100EcuatorianosDicen,advanced
https://www.youtube.com/@cuentoscortos8568,advanced
https://www.youtube.com/@TikTakDraw,advanced
https://www.youtube.com/@tiktakdrawterror,advanced
https://www.youtube.com/@LoveBusterEspanol/videos,advanced
https://www.youtube.com/@LaHistoriadeMiVida_/featured,advanced
https://www.youtube.com/@qvmt,advanced
https://www.youtube.com/@spaineapple,advanced
https://www.youtube.com/@noticias,advanced
https://www.youtube.com/@BBCMundo,advanced
https://www.youtube.com/@CanalRedLatinoamerica,advanced
https://www.youtube.com/@telemadrid,advanced
https://www.youtube.com/@grupoformula-rf,advanced
https://www.youtube.com/@SinEmbargoAlAire/videos,advanced
https://www.youtube.com/@CanalCapitalBogota,advanced
https://www.youtube.com/@elordenmundial,advanced
https://www.youtube.com/@DavidJimenezElDirector/videos,advanced
https://www.youtube.com/@MisterKrax/videos,advanced
https://www.youtube.com/@SoloFonseca,advanced
https://www.youtube.com/@robertovaquero_,advanced
https://www.youtube.com/@diazvillanueva,advanced
https://www.youtube.com/@escribirsinpapel,advanced
https://www.youtube.com/@danielgeohistoria,advanced
https://www.youtube.com/@JMZunzu,advanced
https://www.youtube.com/@HistoriasdelaHistoriaTV,advanced
https://www.youtube.com/@SantiagoArmesilla,advanced
